"response_id","survey_id","survey_title","session_id","session_num","evaluator_token","pattern_id","pattern_title","pattern_link","started_at","completed_at","duration_ms","duration_human","submitted_at","session_duration_ms","session_duration_human","q_q_overall_helpfulness","q_q_reusability","q_q_clarity_documentation","q_q_adoption_threshold","q_q_adoption_justification","q_q_time_saved","q_q_additional_observations"
95,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,5,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-135-01/ontology.ttl,2026-04-21T16:23:56.154000,2026-04-21T16:24:56.816000,60662,1m 0s,2026-04-21T16:39:14.447991,2030277,33m 50s,3,3,4,Yes,,1–25%,
96,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,5,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-135-01/ontology.ttl,2026-04-21T16:24:56.816000,2026-04-21T16:25:34.049000,37233,37s,2026-04-21T16:39:14.447994,2030277,33m 50s,4,3,4,Yes,,26–50%,
97,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,10,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-151-01/ontology.ttl,2026-04-21T16:25:34.049000,2026-04-21T16:27:05.202000,91153,1m 31s,2026-04-21T16:39:14.447998,2030277,33m 50s,1,1,1,No,TemporalContext repeated many times,0%,
98,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,10,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-151-01/ontology.ttl,2026-04-21T16:27:05.202000,2026-04-21T16:27:55.152000,49950,49s,2026-04-21T16:39:14.448002,2030277,33m 50s,4,3,4,Yes,,26–50%,
99,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,2,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-134-01/ontology.ttl,2026-04-21T16:27:55.152000,2026-04-21T16:29:11.600000,76448,1m 16s,2026-04-21T16:39:14.448005,2030277,33m 50s,1,2,1,No,,0%,
100,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,2,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-134-01/ontology.ttl,2026-04-21T16:29:11.600000,2026-04-21T16:29:32.855000,21255,21s,2026-04-21T16:39:14.448009,2030277,33m 50s,1,1,1,No,,0%,
101,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,13,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2026-155-01/ontology.ttl,2026-04-21T16:29:32.855000,2026-04-21T16:30:45.406000,72551,1m 12s,2026-04-21T16:39:14.448013,2030277,33m 50s,3,3,2,Maybe,,1–25%,
102,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,13,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2026-155-01/ontology.ttl,2026-04-21T16:30:45.406000,2026-04-21T16:31:42.405000,56999,56s,2026-04-21T16:39:14.448017,2030277,33m 50s,2,1,2,Maybe,,1–25%,parsing issues
103,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,0,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-133-01/ontology.ttl,2026-04-21T16:31:42.405000,2026-04-21T16:32:22.493000,40088,40s,2026-04-21T16:39:14.448021,2030277,33m 50s,3,4,3,Yes,,26–50%,
104,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,0,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-133-01/ontology.ttl,2026-04-21T16:32:22.493000,2026-04-21T16:33:04.455000,41962,41s,2026-04-21T16:39:14.448024,2030277,33m 50s,2,1,2,Maybe,,1–25%,
105,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,9,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-150-01/ontology.ttl,2026-04-21T16:33:04.455000,2026-04-21T16:34:14.103000,69648,1m 9s,2026-04-21T16:39:14.448028,2030277,33m 50s,2,1,2,Maybe,,1–25%,
106,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,9,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-150-01/ontology.ttl,2026-04-21T16:34:14.103000,2026-04-21T16:35:31.414000,77311,1m 17s,2026-04-21T16:39:14.448032,2030277,33m 50s,1,2,2,Maybe,,1–25%,
107,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,11,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-151-02/ontology.ttl,2026-04-21T16:35:31.414000,2026-04-21T16:36:26.694000,55280,55s,2026-04-21T16:39:14.448037,2030277,33m 50s,4,3,3,Yes,,26–50%,
108,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,11,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-151-02/ontology.ttl,2026-04-21T16:36:26.694000,2026-04-21T16:37:48.395000,81701,1m 21s,2026-04-21T16:39:14.448040,2030277,33m 50s,1,1,1,No,,0%,
109,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,12,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-153-01/ontology.ttl,2026-04-21T16:37:48.395000,2026-04-21T16:38:25.514000,37119,37s,2026-04-21T16:39:14.448044,2030277,33m 50s,1,1,1,No,,0%,
110,18,evaluation Us all :),261,1,8L1KPXhHIahABWkpPPdxxBV8uuewhwyxf0ZUB-wQiVc,12,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-153-01/ontology.ttl,2026-04-21T16:38:25.514000,2026-04-21T16:39:05.653000,40139,40s,2026-04-21T16:39:14.448048,2030277,33m 50s,1,2,2,Maybe,,1–25%,
127,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,0,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-133-01/ontology.ttl,2026-04-26T08:10:31.452000,2026-04-26T08:13:15.636000,164184,2m 44s,2026-04-26T08:58:36.598398,2894883,48m 14s,3,2,4,Maybe,"It doesn't have straight classes like 'Pavement' or 'Sprinkler', which would be useful to use and have statuses classes separately ",26–50%,
128,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,0,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-133-01/ontology.ttl,2026-04-26T08:13:15.636000,2026-04-26T08:16:06.014000,170378,2m 50s,2026-04-26T08:58:36.598407,2894883,48m 14s,2,3,4,Maybe,,1–25%,"datatype property is wrong, also it doesn't contain all the things mentioned by the requirements"
129,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,1,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-133-02/ontology.ttl,2026-04-26T08:16:06.014000,2026-04-26T08:19:51.138000,225124,3m 45s,2026-04-26T08:58:36.598411,2894883,48m 14s,3,2,4,Maybe,"the ontology doesn't really generalize, e.g. AsthmaPatientHasSymptom could just be ""hasSymptom"", same for AsthmaPatient it could be patient - has disease - asthma for it to be generalizable. also the naming of the object properties is strange",1–25%,
130,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,1,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-133-02/ontology.ttl,2026-04-26T08:19:51.138000,2026-04-26T08:22:27.447000,156309,2m 36s,2026-04-26T08:58:36.598415,2894883,48m 14s,4,4,3,Yes,"the way it's written (object properties) is strange, and it's missing the Disease class which is implied in the requirements but indeed not explicitly stated. the rest is fine and even pretty reusable",26–50%,
131,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,6,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2024-145-01/ontology.ttl,2026-04-26T08:22:27.447000,2026-04-26T08:23:38.552000,71105,1m 11s,2026-04-26T08:58:36.598419,2894883,48m 14s,1,1,1,No,"it repeats TaskType, wrong, unusable",0%,
132,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,6,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2024-145-01/ontology.ttl,2026-04-26T08:23:38.552000,2026-04-26T08:26:37.349000,178797,2m 58s,2026-04-26T08:58:36.598422,2894883,48m 14s,4,4,2,Yes,":Court owl:hasClass :DistrictCourt.
:DistrictCourt owl:hasClass :Court.
it's strange

all the information however is there

comments are strange e.g. :Authority a owl:Class ; rdfs:label ""Authority"" ; rdfs:comment ""A court with authority over another court"".: the concept of authority is interesting",26–50%,
133,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,13,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2026-155-01/ontology.ttl,2026-04-26T08:26:37.349000,2026-04-26T08:28:38.565000,121216,2m 1s,2026-04-26T08:58:36.598426,2894883,48m 14s,4,5,5,Yes,"classes and properties are there but some things are strange, e.g. interpretationprocess says process of interpreting survey results but the property ""interprets"" is on the observation and not on the result so there is a sort of mismatch",26–50%,
134,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,13,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2026-155-01/ontology.ttl,2026-04-26T08:28:38.565000,2026-04-26T08:30:33.324000,114759,1m 54s,2026-04-26T08:58:36.598430,2894883,48m 14s,3,4,3,Yes,"the information is there but there are some strange things, e.g. ""expert"": an individual with a specific role, but isn't expert a role? the LLM shows no knowledge of patterns whatsoever. ",26–50%,
135,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,9,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-150-01/ontology.ttl,2026-04-26T08:30:33.324000,2026-04-26T08:31:53.129000,79805,1m 19s,2026-04-26T08:58:36.598434,2894883,48m 14s,4,3,4,Yes,"since I'm not knowledgeable about this field,  this is quite helpful to me and I don't see sgrange things wrt the requirements",51–75%,
136,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,9,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-150-01/ontology.ttl,2026-04-26T08:31:53.129000,2026-04-26T08:33:36.949000,103820,1m 43s,2026-04-26T08:58:36.598438,2894883,48m 14s,4,3,4,Yes,"I'm not expert on this topic, so it's helpful, even though it is not 100% clear",51–75%,
137,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,12,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-153-01/ontology.ttl,2026-04-26T08:33:36.949000,2026-04-26T08:34:20.877000,43928,43s,2026-04-26T08:58:36.598442,2894883,48m 14s,1,1,1,No,it repeats itself,0%,
138,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,12,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-153-01/ontology.ttl,2026-04-26T08:34:20.877000,2026-04-26T08:35:26.459000,65582,1m 5s,2026-04-26T08:58:36.598446,2894883,48m 14s,4,4,4,Yes,I'm not expert in this field but it seems everything is there and the labels and comments are helpful,51–75%,
139,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,8,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-149-01/ontology.ttl,2026-04-26T08:35:26.459000,2026-04-26T08:36:58.375000,91916,1m 31s,2026-04-26T08:58:36.598449,2894883,48m 14s,4,3,4,Maybe,"I'm not expert in this field but it seems some things are missing, for example Policy, which is mentioned in the requirements",26–50%,
140,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,8,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-149-01/ontology.ttl,2026-04-26T08:36:58.375000,2026-04-26T08:38:52.332000,113957,1m 53s,2026-04-26T08:58:36.598453,2894883,48m 14s,2,2,3,Maybe,"There are only classes and not even clear subclass relations, so I don't think it can be much useful",1–25%,
141,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,4,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-134-03/ontology.ttl,2026-04-26T08:38:52.332000,2026-04-26T08:40:05.256000,72924,1m 12s,2026-04-26T08:58:36.598457,2894883,48m 14s,1,1,1,No,"it models the challenges in the scenario and not the competency questions, but even then, it is not useful without classes of Solid apps etc.",0%,
142,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,4,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-134-03/ontology.ttl,2026-04-26T08:40:05.256000,2026-04-26T08:41:48.342000,103086,1m 43s,2026-04-26T08:58:36.598461,2894883,48m 14s,4,4,4,Yes,"it seems everything it's asked for is there, it's not very complete without axioms etc. but it can be a draft",26–50%,
143,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,2,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-134-01/ontology.ttl,2026-04-26T08:41:48.342000,2026-04-26T08:42:43.588000,55246,55s,2026-04-26T08:58:36.598465,2894883,48m 14s,1,1,1,No,it's about the challenges and not the referenced objects,0%,
144,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,2,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-134-01/ontology.ttl,2026-04-26T08:42:43.588000,2026-04-26T08:43:53.999000,70411,1m 10s,2026-04-26T08:58:36.598468,2894883,48m 14s,4,3,4,Yes,"yes, because it's an ok draft, but the properties have no domain and range which is weird. but since the pattern is small, it shouldn't take long to adapt it etc.",26–50%,
145,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,5,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2023-135-01/ontology.ttl,2026-04-26T08:43:53.999000,2026-04-26T08:45:13.731000,79732,1m 19s,2026-04-26T08:58:36.598473,2894883,48m 14s,3,3,4,Maybe,"on one hand it is an interesting draft, on the other hand there are some strange things, e.g. in the naming/pseudonym some names can be overlapping but this is not considered, also AuthorName is strange, so I would maybe use it but since the pattern is small it would save me time to do it myself",1–25%,
146,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,5,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2023-135-01/ontology.ttl,2026-04-26T08:45:13.731000,2026-04-26T08:46:36.978000,83247,1m 23s,2026-04-26T08:58:36.598476,2894883,48m 14s,3,3,4,Maybe,"there are no domain and ranges, at the same time I think it has everything, but the LLM still does not generalize and models an individual like a subclass so that is strange. also there is no 'name' class which is missing, and no temporal aspect",1–25%,
147,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,10,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-151-01/ontology.ttl,2026-04-26T08:46:36.978000,2026-04-26T08:48:51.413000,134435,2m 14s,2026-04-26T08:58:36.598480,2894883,48m 14s,2,1,3,No,it starts with the core classes but then repeats temporalecontext: strange,0%,
148,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,10,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-151-01/ontology.ttl,2026-04-26T08:48:51.413000,2026-04-26T08:50:17.231000,85818,1m 25s,2026-04-26T08:58:36.598484,2894883,48m 14s,2,1,2,No,"no domain and ranges + ""When"" datatype property is not possible, classes and object properties are named the same way which is bad, there are repetitions. but the scenario+requirements are also unclear",1–25%,
149,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,7,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-147-01/ontology.ttl,2026-04-26T08:50:17.231000,2026-04-26T08:51:45.382000,88151,1m 28s,2026-04-26T08:58:36.598488,2894883,48m 14s,4,4,4,Yes,"as not an expert in this field, I have a feeling it could be useful",51–75%,
150,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,7,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-147-01/ontology.ttl,2026-04-26T08:51:45.382000,2026-04-26T08:52:54.162000,68780,1m 8s,2026-04-26T08:58:36.598492,2894883,48m 14s,3,3,3,Maybe,"no domain and ranges

:ShipIdentification a owl:ObjectProperty ;
rdfs:label ""ship identification"" ;
rdfs:comment ""A ship's unique identifier, such as its IMO number"". this should be a datatype property as well as length and speedvalue

I'm not really sure this could be 100% helpful even as a draft",1–25%,
151,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,11,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-3.1-8B-Instruct/scenario-only/2025-151-02/ontology.ttl,2026-04-26T08:52:54.162000,2026-04-26T08:56:58.441000,244279,4m 4s,2026-04-26T08:58:36.598495,2894883,48m 14s,3,2,3,No,"models individuals as classes, has no concept of time patterns, so it seems like it could be useful as a first draft but I am not sure",0%,
152,18,evaluation Us all :),286,2,BKqyBc2an_Gqx7GdOexQRPpQkwcH3zp6_bQ0yhphS1Q,11,,https://raw.githubusercontent.com/ebrahimnorouzi/ODPGen/refs/heads/main/outputs/meta-llama_Llama-2-70b-chat-hf/cq-only/2025-151-02/ontology.ttl,2026-04-26T08:56:58.441000,2026-04-26T08:58:36.355000,97914,1m 37s,2026-04-26T08:58:36.598499,2894883,48m 14s,4,3,4,Yes,"it can serve as a base, even though some things I see, I would definitely change. also there are no domains and ranges",26–50%,
